date,value
2020-01-01,100.79453176817756
2020-01-02,98.1651361526812
2020-01-03,100.6822592567477
2020-01-04,105.78867138522865
2020-01-05,105.19589445609311
2020-01-06,104.1481931096272
2020-01-07,103.17551479029906
2020-01-08,106.70776196582689
2020-01-09,107.87372186105165
2020-01-10,109.01442239430375
2020-01-11,97.29072937353023
2020-01-12,112.9176245972545
2020-01-13,103.38642922502743
2020-01-14,99.75234422816251
2020-01-15,101.7167192478136
2020-01-16,113.68094014616157
2020-01-17,97.33976800302361
2020-01-18,103.78143541075133
2020-01-19,105.22273371093128
2020-01-20,110.63699673476069
2020-01-21,107.93365658428286
2020-01-22,106.04446153128627
2020-01-23,99.97915360794275
2020-01-24,117.38540553351726
2020-01-25,102.30659433890519
2020-01-26,97.92031963293581
2020-01-27,97.69153149522886
2020-01-28,110.2316115500892
2020-01-29,114.14187851526654
2020-01-30,107.24121275563073
2020-01-31,111.16272135865056
2020-02-01,103.60605166015516
2020-02-02,102.96929619041191
2020-02-03,99.81211232514445
2020-02-04,96.04984833749214
2020-02-05,96.58324545006815
2020-02-06,95.57439525450498
2020-02-07,107.70295108782216
2020-02-08,112.4586208880447
2020-02-09,100.05784986887916
2020-02-10,104.43543023405942
2020-02-11,107.61763602986056
2020-02-12,103.44504500687675
2020-02-13,108.99421773335447
2020-02-14,104.57036113925608
2020-02-15,107.99970677917412
2020-02-16,100.76601663204832
2020-02-17,104.17530654367616
2020-02-18,92.95917357407009
2020-02-19,107.39378400157894
2020-02-20,101.01513369269382
2020-02-21,104.68727179231416
2020-02-22,101.5274725880945
2020-02-23,114.00256481211755
2020-02-24,107.92295310478372
2020-02-25,94.09540558999979
2020-02-26,109.22874240348916
2020-02-27,108.35978063543057
2020-02-28,104.7983692720862
2020-02-29,93.2005723718926
2020-03-01,101.03680785843936
2020-03-02,112.77148158633517
2020-03-03,98.28084221238434
2020-03-04,102.52033655259021
2020-03-05,103.34829153675885
2020-03-06,105.29631091873932
2020-03-07,88.39715872133048
2020-03-08,94.55900451756055
2020-03-09,94.78325203366302
2020-03-10,95.91675356942413
2020-03-11,94.37777918370874
2020-03-12,104.42660564853028
2020-03-13,107.04124915597399
2020-03-14,96.23864625265853
2020-03-15,100.28885132612784
2020-03-16,99.91945200136216
2020-03-17,93.58591607349015
2020-03-18,95.91366025575144
2020-03-19,99.59027145075339
2020-03-20,101.28365239955853
2020-03-21,88.87994729662681
2020-03-22,97.98069767740287
2020-03-23,92.7962097615678
2020-03-24,95.00665540251522
2020-03-25,96.17418796787295
2020-03-26,95.45993613900389
2020-03-27,94.95977922536686
2020-03-28,97.49773187095474
2020-03-29,98.88946482325827
2020-03-30,89.13738532741623
2020-03-31,91.61111029273654
2020-04-01,90.32858126271877
2020-04-02,76.107482667467
2020-04-03,87.33625087062342
2020-04-04,84.61525817885108
2020-04-05,93.56790036713664
2020-04-06,91.66913145401429
2020-04-07,93.44431308246388
2020-04-08,92.32384560457515
2020-04-09,82.22956203421731
2020-04-10,81.49675554599885
2020-04-11,72.6755163686425
2020-04-12,86.25488826899067
2020-04-13,76.78364454444157
2020-04-14,82.99625161709811
2020-04-15,89.15620926537093
2020-04-16,86.17792748705943
2020-04-17,88.102764312538
2020-04-18,70.04412894698805
2020-04-19,73.41406720541022
2020-04-20,81.45082171938087
2020-04-21,80.13896480460063
2020-04-22,89.06758732940824
2020-04-23,70.32545942083382
2020-04-24,78.96630947426772
2020-04-25,74.16937996548994
2020-04-26,74.97952363984143
2020-04-27,81.52541999598337
2020-04-28,71.5524892320577
2020-04-29,74.66638368815812
2020-04-30,77.17359055685009
2020-05-01,67.5566337081083
2020-05-02,81.28201704922272
2020-05-03,67.53377692716239
2020-05-04,71.72318742681915
2020-05-05,76.57595066287823
2020-05-06,67.06727131322339
2020-05-07,72.16268473443378
2020-05-08,77.38930911314301
2020-05-09,76.30530651290327
2020-05-10,62.65214544665599
2020-05-11,69.81214029568206
2020-05-12,62.82062439991018
2020-05-13,62.437813871609045
2020-05-14,60.37945840182232
2020-05-15,60.483389277416386
2020-05-16,59.82951564403254
2020-05-17,64.85848001976608
2020-05-18,65.2581605245974
2020-05-19,71.59726467691098
2020-05-20,54.967834736436494
2020-05-21,54.18422097215354
2020-05-22,66.6237989373074
2020-05-23,63.15652452396135
2020-05-24,60.71429348531411
2020-05-25,62.23834860874829
2020-05-26,60.94725478478583
2020-05-27,63.5004265853268
2020-05-28,58.16303540323238
2020-05-29,61.286625929877054
2020-05-30,62.64566320590582
2020-05-31,53.436719980762796
2020-06-01,47.83459081036243
2020-06-02,59.91724004035059
2020-06-03,56.94689739256564
2020-06-04,49.68231367381197
2020-06-05,56.31432100207829
2020-06-06,43.80016215380316
2020-06-07,64.6729763512332
2020-06-08,56.28426009224151
2020-06-09,50.062978851420596
2020-06-10,46.736646154015
2020-06-11,49.58952758962791
2020-06-12,46.38259550335494
2020-06-13,50.390299554552215
2020-06-14,41.6242482341041
2020-06-15,49.18786280260095
2020-06-16,56.5401407265164
2020-06-17,49.58727088174317
2020-06-18,48.45075508586794
2020-06-19,45.11515905354184
2020-06-20,48.58149077166496
2020-06-21,40.28355691369818
2020-06-22,31.95179082887705
2020-06-23,44.85247029596732
2020-06-24,46.73791219381953
2020-06-25,48.812947679192014
2020-06-26,49.18300332595448
2020-06-27,46.79149436490368
2020-06-28,46.636985771111625
2020-06-29,38.67183949377562
2020-06-30,40.66431433000815
2020-07-01,34.01683637262774
2020-07-02,31.922584798173233
2020-07-03,26.878755317336633
2020-07-04,33.008761067729566
2020-07-05,41.34570582869194
2020-07-06,39.12086535438263
2020-07-07,31.200234236257238
2020-07-08,29.01161391290701
2020-07-09,42.64143002931889
2020-07-10,32.83328598968992
2020-07-11,36.15546440221674
2020-07-12,36.47019342780928
2020-07-13,38.37080713829915
2020-07-14,26.15027626448363
2020-07-15,33.69757786863876
2020-07-16,37.45773737354439
2020-07-17,29.37402511298319
2020-07-18,37.47471832297305
2020-07-19,29.812298589446822
2020-07-20,31.379410821047998
2020-07-21,29.95745253698946
2020-07-22,27.80232341274226
2020-07-23,25.789284784815198
2020-07-24,20.020560081810366
2020-07-25,28.454667104222438
2020-07-26,35.19693050232734
2020-07-27,35.50440341509925
2020-07-28,23.082519859665517
2020-07-29,22.081583958841996
2020-07-30,19.88128207974897
2020-07-31,25.831524613152244
2020-08-01,26.85366728124908
2020-08-02,31.902498226627692
2020-08-03,16.82143666008666
2020-08-04,15.894815370892982
2020-08-05,19.89290821666669
2020-08-06,23.21048872569114
2020-08-07,21.802387140354586
2020-08-08,20.389629331537574
2020-08-09,18.317900051430648
2020-08-10,22.70632441255419
2020-08-11,11.699030263966431
2020-08-12,23.45318589258191
2020-08-13,22.045708387531082
2020-08-14,17.604567451321163
2020-08-15,25.65214935421999
2020-08-16,18.013501142476073
2020-08-17,11.67343247256295
2020-08-18,15.11759911724679
2020-08-19,18.135302953137195
2020-08-20,26.54100977514814
2020-08-21,12.109827979160805
2020-08-22,15.240234588635268
2020-08-23,23.32908109661775
2020-08-24,10.41993829093673
2020-08-25,9.998443121149169
2020-08-26,12.953637373486941
2020-08-27,19.541831635721
2020-08-28,12.198875462472643
2020-08-29,6.804470142013042
2020-08-30,13.076082182502216
2020-08-31,14.101937755371711
2020-09-01,10.5493366211271
2020-09-02,17.43314166325385
2020-09-03,16.8871071507322
2020-09-04,15.133689802617026
2020-09-05,13.1098001318906
2020-09-06,10.43586483843642
2020-09-07,12.303585913677994
2020-09-08,-2.520874054041098
2020-09-09,2.7793549863879434
2020-09-10,6.170949735877397
2020-09-11,19.448887122337666
2020-09-12,3.735104819916879
2020-09-13,-3.4187982386325704
2020-09-14,11.574728525167513
2020-09-15,7.163410877161004
2020-09-16,0.1559905498869938
2020-09-17,9.715377280233099
2020-09-18,16.71220759060609
2020-09-19,11.680271034245976
2020-09-20,3.2695386180829313
2020-09-21,8.450381316477428
2020-09-22,2.0702585040582466
2020-09-23,10.310461915496969
2020-09-24,6.782078776840782
2020-09-25,7.233726615524473
2020-09-26,9.561999589643586
2020-09-27,6.4738476775931275
2020-09-28,-1.1820387270945076
2020-09-29,6.840021057398651
2020-09-30,1.5648001454107625
2020-10-01,17.622428171175805
2020-10-02,2.810329356184697
2020-10-03,8.460509867151204
2020-10-04,6.048557811559661
2020-10-05,11.896821429482056
2020-10-06,9.194533363369906
2020-10-07,13.007118381889553
2020-10-08,4.953999840252722
2020-10-09,-1.3582515365988987
2020-10-10,3.8346995649587674
2020-10-11,-3.2157801709656715
2020-10-12,10.864254952773006
2020-10-13,1.3876282239894193
2020-10-14,5.972330663022444
2020-10-15,9.945021277864178
2020-10-16,0.1447338000804539
2020-10-17,-0.1589191336883502
2020-10-18,-2.774474691368643
2020-10-19,-3.4802394712757767
2020-10-20,13.752462044643051
2020-10-21,-1.4445458221600633
2020-10-22,4.976536794412962
2020-10-23,-2.5506606368808256
2020-10-24,-0.8118036852516406
2020-10-25,-2.5154988968185417
2020-10-26,-2.282203792795487
2020-10-27,-2.4435519964244854
2020-10-28,6.226433116002333
2020-10-29,-0.9102562276103932
